Company Name,Industry,Symbol,Series,ISIN Code,Ticker,sector,industry_group,is_fo_stock,fo_category,Include
Authum Investment & Infrastructure Limited,Capital Markets,AIIL,EQ,,AIIL.NS,Financial Services,Financial Services,False,Cash,1
GlaxoSmithKline Pharmaceuticals Limited,Drug Manufacturers - General,GLAXO,EQ,,GLAXO.NS,Healthcare,Healthcare,False,Cash,1
Page Industries Limited,Apparel Manufacturing,PAGEIND,EQ,,PAGEIND.NS,Consumer Cyclical,Consumer Cyclical,True,F&O,1
Gujarat Fluorochemicals Limited,Specialty Chemicals,FLUOROCHEM,EQ,,FLUOROCHEM.NS,Basic Materials,Basic Materials,False,Cash,1
Godrej Industries Limited,Conglomerates,GODREJIND,EQ,,GODREJIND.NS,Industrials,Industrials,False,Cash,1
Container Corporation of India Limited,Industrials,CONCOR,EQ,,CONCOR.NS,Industrials,Industrials,True,F&O,1
Poonawalla Fincorp Limited,Credit Services,POONAWALLA,EQ,,POONAWALLA.NS,Financial Services,Financial Services,False,Cash,1
L&T Technology Services Limited,Information Technology Services,LTTS,EQ,,LTTS.NS,Technology,Technology,False,Cash,1
IPCA Laboratories Limited,Drug Manufacturers - Specialty & Generic,IPCALAB,EQ,,IPCALAB.NS,Healthcare,Healthcare,False,Cash,1
Aster DM Healthcare Limited,Medical Care Facilities,ASTERDM,EQ,,ASTERDM.NS,Healthcare,Healthcare,False,Cash,1
Ajanta Pharma Limited,Drug Manufacturers - Specialty & Generic,AJANTPHARM,EQ,,AJANTPHARM.NS,Healthcare,Healthcare,False,Cash,1
Godfrey Phillips India Limited,Consumer Defensive,GODFRYPHLP,EQ,,GODFRYPHLP.NS,Consumer Defensive,Consumer Defensive,True,F&O,1
Indian Renewable Energy Development Agency Limited,Credit Services,IREDA,EQ,,IREDA.NS,Financial Services,Financial Services,True,F&O,1
United Breweries Limited,Consumer Defensive,UBL,EQ,,UBL.NS,Consumer Defensive,Consumer Defensive,False,Cash,1
AIA Engineering Limited,Specialty Industrial Machinery,AIAENG,EQ,,AIAENG.NS,Industrials,Industrials,False,Cash,1
Narayana Hrudayalaya Ltd.,Medical Care Facilities,NH,EQ,,NH.NS,Healthcare,Healthcare,False,Cash,1
Tata Investment Corporation Limited,Asset Management,TATAINVEST,EQ,,TATAINVEST.NS,Financial Services,Financial Services,False,Cash,1
Navin Fluorine International Limited,Chemicals,NAVINFLUOR,EQ,,NAVINFLUOR.NS,Basic Materials,Basic Materials,False,Cash,1
3M India Limited,Conglomerates,3MINDIA,EQ,,3MINDIA.NS,Industrials,Industrials,False,Cash,1
Sona BLW Precision Forgings Limited,Auto Parts,SONACOMS,EQ,,SONACOMS.NS,Consumer Cyclical,Consumer Cyclical,True,F&O,1
Delhivery Limited,Industrials,DELHIVERY,EQ,,DELHIVERY.NS,Industrials,Industrials,True,F&O,1
Endurance Technologies Limited,Auto Parts,ENDURANCE,EQ,,ENDURANCE.NS,Consumer Cyclical,Consumer Cyclical,False,Cash,1
Ather Energy Limited,Auto Manufacturers,ATHERENERG,EQ,,ATHERENERG.NS,Consumer Cyclical,Consumer Cyclical,False,Cash,1
Garden Reach Shipbuilders & Engineers Limited,Aerospace & Defense,GRSE,EQ,,GRSE.NS,Industrials,Industrials,False,Cash,1
Blue Star Limited,Building Products & Equipment,BLUESTARCO,EQ,,BLUESTARCO.NS,Industrials,Industrials,True,F&O,1
Escorts Kubota Limited,Farm & Heavy Construction Machinery,ESCORTS,EQ,,ESCORTS.NS,Industrials,Industrials,False,Cash,1
JB Chemicals & Pharmaceuticals Limited,Drug Manufacturers - Specialty & Generic,JBCHEPHARM,EQ,,JBCHEPHARM.NS,Healthcare,Healthcare,False,Cash,1
ITC Hotels Limited,Consumer Cyclical,ITCHOTELS,EQ,,ITCHOTELS.NS,Consumer Cyclical,Consumer Cyclical,False,Cash,1
Dalmia Bharat Limited,Building Materials,DALBHARAT,EQ,,DALBHARAT.NS,Basic Materials,Basic Materials,True,F&O,1
Welspun Corp Limited,Steel,WELCORP,EQ,,WELCORP.NS,Basic Materials,Basic Materials,False,Cash,1
Cholamandalam Financial Holdings Limited,Credit Services,CHOLAHLDNG,EQ,,CHOLAHLDNG.NS,Financial Services,Financial Services,False,Cash,1
Bandhan Bank Limited,Banks - Regional,BANDHANBNK,EQ,,BANDHANBNK.NS,Financial Services,Financial Services,True,F&O,1
Central Bank of India,Banks - Regional,CENTRALBK,EQ,,CENTRALBK.NS,Financial Services,Financial Services,False,Cash,1
K.P.R. Mill Limited,Textile Manufacturing,KPRMILL,EQ,,KPRMILL.NS,Consumer Cyclical,Consumer Cyclical,False,Cash,1
Global Health Limited,Medical Care Facilities,MEDANTA,EQ,,MEDANTA.NS,Healthcare,Healthcare,False,Cash,1
Procter & Gamble Hygiene and Health Care Limited,Household & Personal Products,PGHH,EQ,,PGHH.NS,Consumer Defensive,Consumer Defensive,False,Cash,1
Himadri Speciality Chemical Limited,Specialty Chemicals,HSCL,EQ,,HSCL.NS,Basic Materials,Basic Materials,False,Cash,1
LIC Housing Finance Limited,Mortgage Finance,LICHSGFIN,EQ,,LICHSGFIN.NS,Financial Services,Financial Services,True,F&O,1
Gland Pharma Limited,Drug Manufacturers - Specialty & Generic,GLAND,EQ,,GLAND.NS,Healthcare,Healthcare,False,Cash,1
Emcure Pharmaceuticals Limited,Drug Manufacturers - Specialty & Generic,EMCURE,EQ,,EMCURE.NS,Healthcare,Healthcare,False,Cash,1
Jubilant Foodworks Limited,Consumer Cyclical,JUBLFOOD,EQ,,JUBLFOOD.NS,Consumer Cyclical,Consumer Cyclical,True,F&O,1
Amber Enterprises India Limited,"Furnishings, Fixtures & Appliances",AMBER,EQ,,AMBER.NS,Consumer Cyclical,Consumer Cyclical,True,F&O,1
Physicswallah Limited,Consumer Defensive,PWL,EQ,,PWL.NS,Consumer Defensive,Consumer Defensive,False,Cash,1
Aditya Birla Sun Life AMC Limited,Asset Management,ABSLAMC,EQ,,ABSLAMC.NS,Financial Services,Financial Services,False,Cash,1
SJVN Limited,Utilities - Renewable,SJVN,EQ,,SJVN.NS,Utilities,Utilities,False,Cash,1
Exide Industries Limited,Auto Parts,EXIDEIND,EQ,,EXIDEIND.NS,Consumer Cyclical,Consumer Cyclical,True,F&O,1
Star Health and Allied Insurance Company Limited,Insurance - Life,STARHEALTH,EQ,,STARHEALTH.NS,Financial Services,Financial Services,False,Cash,1
CRISIL Limited,Financial Services,CRISIL,EQ,,CRISIL.NS,Financial Services,Financial Services,False,Cash,1
Kaynes Technology India Limited,Electronic Components,KAYNES,EQ,,KAYNES.NS,Technology,Technology,True,F&O,1
Anand Rathi Wealth Limited,Asset Management,ANANDRATHI,EQ,,ANANDRATHI.NS,Financial Services,Financial Services,False,Cash,1
Angel One Limited,Capital Markets,ANGELONE,EQ,,ANGELONE.NS,Financial Services,Financial Services,True,F&O,1
Nuvama Wealth Management Limited,Asset Management,NUVAMA,EQ,,NUVAMA.NS,Financial Services,Financial Services,True,F&O,1
Manappuram Finance Limited,Credit Services,MANAPPURAM,EQ,,MANAPPURAM.NS,Financial Services,Financial Services,True,F&O,1
Hexaware Technologies Limited,Information Technology Services,HEXT,EQ,,HEXT.NS,Technology,Technology,False,Cash,1
Aditya Infotech Limited,Building Products & Equipment,CPPLUS,EQ,,CPPLUS.NS,Industrials,Industrials,False,Cash,1
Karur Vysya Bank Limited,Banks - Regional,KARURVYSYA,EQ,,KARURVYSYA.NS,Financial Services,Financial Services,False,Cash,1
Mangalore Refinery and Petrochemicals Limited,Oil & Gas Refining & Marketing,MRPL,EQ,,MRPL.NS,Energy,Energy,False,Cash,1
TVS Holdings Limited,Auto Parts,TVSHLTD,EQ,,TVSHLTD.NS,Consumer Cyclical,Consumer Cyclical,False,Cash,1
Go Digit General Insurance Limited,Financial Services,GODIGIT,EQ,,GODIGIT.NS,Financial Services,Financial Services,False,Cash,1
ITI Limited,Communication Equipment,ITI,EQ,,ITI.NS,Technology,Technology,False,Cash,1
Krishna Institute of Medical Sciences Limited,Medical Care Facilities,KIMS,EQ,,KIMS.NS,Healthcare,Healthcare,False,Cash,1
Inventurus Knowledge Solutions Limited,Healthcare,IKS,EQ,,IKS.NS,Healthcare,Healthcare,False,Cash,1
PNB Housing Finance Limited,Mortgage Finance,PNBHOUSING,EQ,,PNBHOUSING.NS,Financial Services,Financial Services,True,F&O,1
Motherson Sumi Wiring India Limited,Auto Parts,MSUMI,EQ,,MSUMI.NS,Consumer Cyclical,Consumer Cyclical,False,Cash,1
Metro Brands Limited,Consumer Cyclical,METROBRAND,EQ,,METROBRAND.NS,Consumer Cyclical,Consumer Cyclical,False,Cash,1
ZF Commercial Vehicle Control Systems India Limited,Auto Parts,ZFCVINDIA,EQ,,ZFCVINDIA.NS,Consumer Cyclical,Consumer Cyclical,False,Cash,1
Dr. Lal Path Labs Ltd.,Diagnostics & Research,LALPATHLAB,EQ,,LALPATHLAB.NS,Healthcare,Healthcare,False,Cash,1
FORCE MOTORS LTD,Auto Manufacturers,FORCEMOT,EQ,,FORCEMOT.NS,Consumer Cyclical,Consumer Cyclical,True,F&O,1
Gujarat Gas Limited,Utilities,GUJGASLTD,EQ,,GUJGASLTD.NS,Utilities,Utilities,False,Cash,1
NBCC (India) Limited,Engineering & Construction,NBCC,EQ,,NBCC.NS,Industrials,Industrials,True,F&O,1
The New India Assurance Company Limited,Financial Services,NIACL,EQ,,NIACL.NS,Financial Services,Financial Services,False,Cash,1
Timken India Limited,Tools & Accessories,TIMKEN,EQ,,TIMKEN.NS,Industrials,Industrials,False,Cash,1
Tata Elxsi Limited,Software - Application,TATAELXSI,EQ,,TATAELXSI.NS,Technology,Technology,True,F&O,1
AWL Agri Business Limited,Packaged Foods,AWL,EQ,,AWL.NS,Consumer Defensive,Consumer Defensive,False,Cash,1
Honeywell Automation India Limited,Electrical Equipment & Parts,HONAUT,EQ,,HONAUT.NS,Industrials,Industrials,False,Cash,1
Gillette India Limited,Household & Personal Products,GILLETTE,EQ,,GILLETTE.NS,Consumer Defensive,Consumer Defensive,False,Cash,1
Central Depository Services (India) Limited,Capital Markets,CDSL,EQ,,CDSL.NS,Financial Services,Financial Services,True,F&O,1
ACC Limited,Building Materials,ACC,EQ,,ACC.NS,Basic Materials,Basic Materials,False,Cash,1
Wockhardt Limited,Drug Manufacturers - Specialty & Generic,WOCKPHARMA,EQ,,WOCKPHARMA.NS,Healthcare,Healthcare,False,Cash,1
Apollo Tyres Limited,Auto Parts,APOLLOTYRE,EQ,,APOLLOTYRE.NS,Consumer Cyclical,Consumer Cyclical,False,Cash,1
Tata Technologies Limited,Information Technology Services,TATATECH,EQ,,TATATECH.NS,Technology,Technology,False,Cash,1
Deepak Nitrite Limited,Chemicals,DEEPAKNTR,EQ,,DEEPAKNTR.NS,Basic Materials,Basic Materials,False,Cash,1
Aegis Logistics Limited,Oil & Gas Refining & Marketing,AEGISLOG,EQ,,AEGISLOG.NS,Energy,Energy,False,Cash,1
Netweb Technologies India Limited,Technology,NETWEB,EQ,,NETWEB.NS,Technology,Technology,False,Cash,1
PTC Industries Limited,Metal Fabrication,PTCIL,EQ,,PTCIL.NS,Industrials,Industrials,False,Cash,1
Shyam Metalics and Energy Limited,Steel,SHYAMMETL,EQ,,SHYAMMETL.NS,Basic Materials,Basic Materials,False,Cash,1
Kirloskar Oil Engines Limited,Specialty Industrial Machinery,KIRLOSENG,EQ,,KIRLOSENG.NS,Industrials,Industrials,False,Cash,1
CESC Limited,Utilities,CESC,EQ,,CESC.NS,Utilities,Utilities,False,Cash,1
KIOCL Limited,Steel,KIOCL,EQ,,KIOCL.NS,Basic Materials,Basic Materials,False,Cash,1
Sumitomo Chemical India Limited,Agricultural Inputs,SUMICHEM,EQ,,SUMICHEM.NS,Basic Materials,Basic Materials,False,Cash,1
CREDITACCESS GRAMEEN LIMITED,Credit Services,CREDITACC,EQ,,CREDITACC.NS,Financial Services,Financial Services,False,Cash,1
Piramal Pharma Limited,Drug Manufacturers - Specialty & Generic,PPLPHARMA,EQ,,PPLPHARMA.NS,Healthcare,Healthcare,False,Cash,1
Sai Life Sciences Limited,Diagnostics & Research,SAILIFE,EQ,,SAILIFE.NS,Healthcare,Healthcare,False,Cash,1
HBL Engineering Limited,Electrical Equipment & Parts,HBLENGINE,EQ,,HBLENGINE.NS,Industrials,Industrials,False,Cash,1
Aegis Vopak Terminals Limited,Energy,AEGISVOPAK,EQ,,AEGISVOPAK.NS,Energy,Energy,False,Cash,1
Prime Focus Limited,Communication Services,PFOCUS,EQ,,PFOCUS.NS,Communication Services,Communication Services,False,Cash,1
Indraprastha Gas Limited,Utilities,IGL,EQ,,IGL.NS,Utilities,Utilities,False,Cash,1
Data Patterns (India) Limited,Aerospace & Defense,DATAPATTNS,EQ,,DATAPATTNS.NS,Industrials,Industrials,False,Cash,1
The Great Eastern Shipping Company Limited,Marine Shipping,GESHIP,EQ,,GESHIP.NS,Industrials,Industrials,False,Cash,1
The Ramco Cements Limited,Building Materials,RAMCOCEM,EQ,,RAMCOCEM.NS,Basic Materials,Basic Materials,False,Cash,1
Neuland Laboratories Limited,Drug Manufacturers - Specialty & Generic,NEULANDLAB,EQ,,NEULANDLAB.NS,Healthcare,Healthcare,False,Cash,1
Sun TV Network Limited,Communication Services,SUNTV,EQ,,SUNTV.NS,Communication Services,Communication Services,False,Cash,1
Pine Labs Limited,Software - Infrastructure,PINELABS,EQ,,PINELABS.NS,Technology,Technology,False,Cash,1
Acutaas Chemicals Limited,Specialty Chemicals,ACUTAAS,EQ,,ACUTAAS.NS,Basic Materials,Basic Materials,False,Cash,1
Pfizer Limited,Drug Manufacturers - General,PFIZER,EQ,,PFIZER.NS,Healthcare,Healthcare,False,Cash,1
Hatsun Agro Product Limited,Packaged Foods,HATSUN,EQ,,HATSUN.NS,Consumer Defensive,Consumer Defensive,False,Cash,1
R R Kabel Limited,Electrical Equipment & Parts,RRKABEL,EQ,,RRKABEL.NS,Industrials,Industrials,False,Cash,1
Aadhar Housing Finance Limited,Mortgage Finance,AADHARHFC,EQ,,AADHARHFC.NS,Financial Services,Financial Services,False,Cash,1
Kalpataru Projects International Limited,Engineering & Construction,KPIL,EQ,,KPIL.NS,Industrials,Industrials,False,Cash,1
Gujarat Mineral Development Corporation Limited,Energy,GMDCLTD,EQ,,GMDCLTD.NS,Energy,Energy,False,Cash,1
HFCL Limited,Communication Equipment,HFCL,EQ,,HFCL.NS,Technology,Technology,False,Cash,1
Urban Company Limited,Software - Application,URBANCO,EQ,,URBANCO.NS,Technology,Technology,False,Cash,1
Craftsman Automation Limited,Auto Parts,CRAFTSMAN,EQ,,CRAFTSMAN.NS,Consumer Cyclical,Consumer Cyclical,False,Cash,1
Asahi India Glass Limited,Auto Parts,ASAHIINDIA,EQ,,ASAHIINDIA.NS,Consumer Cyclical,Consumer Cyclical,False,Cash,1
RBL Bank Limited,Banks - Regional,RBLBANK,EQ,,RBLBANK.NS,Financial Services,Financial Services,True,F&O,1
AstraZeneca Pharma India Limited,Drug Manufacturers - Specialty & Generic,ASTRAZEN,EQ,,ASTRAZEN.NS,Healthcare,Healthcare,False,Cash,1
Syrma SGS Technology Limited,Electronic Components,SYRMA,EQ,,SYRMA.NS,Technology,Technology,False,Cash,1
Affle 3i Limited,Communication Services,AFFLE,EQ,,AFFLE.NS,Communication Services,Communication Services,False,Cash,1
Natco Pharma Limited,Drug Manufacturers - Specialty & Generic,NATCOPHARM,EQ,,NATCOPHARM.NS,Healthcare,Healthcare,False,Cash,1
Onesource Specialty Pharma Limited,Biotechnology,ONESOURCE,EQ,,ONESOURCE.NS,Healthcare,Healthcare,False,Cash,1
EIH Limited,Lodging,EIHOTEL,EQ,,EIHOTEL.NS,Consumer Cyclical,Consumer Cyclical,False,Cash,1
Gallantt Ispat Limited,Steel,GALLANTT,EQ,,GALLANTT.NS,Basic Materials,Basic Materials,False,Cash,1
Atul Limited,Specialty Chemicals,ATUL,EQ,,ATUL.NS,Basic Materials,Basic Materials,False,Cash,1
Sarda Energy & Minerals Limited,Steel,SARDAEN,EQ,,SARDAEN.NS,Basic Materials,Basic Materials,False,Cash,1
Computer Age Management Services Limited,Information Technology Services,CAMS,EQ,,CAMS.NS,Technology,Technology,True,F&O,1
Bayer Cropscience Limited,Agricultural Inputs,BAYERCROP,EQ,,BAYERCROP.NS,Basic Materials,Basic Materials,False,Cash,1
SAGILITY LIMITED,Healthcare,SAGILITY,EQ,,SAGILITY.NS,Healthcare,Healthcare,False,Cash,1
NAVA LIMITED,Conglomerates,NAVA,EQ,,NAVA.NS,Industrials,Industrials,False,Cash,1
Anant Raj Limited,Real Estate,ANANTRAJ,EQ,,ANANTRAJ.NS,Real Estate,Real Estate,False,Cash,1
Ratnamani Metals & Tubes Limited,Steel,RATNAMANI,EQ,,RATNAMANI.NS,Basic Materials,Basic Materials,False,Cash,1
Emami Limited,Household & Personal Products,EMAMILTD,EQ,,EMAMILTD.NS,Consumer Defensive,Consumer Defensive,False,Cash,1
Tata Chemicals Limited,Chemicals,TATACHEM,EQ,,TATACHEM.NS,Basic Materials,Basic Materials,False,Cash,1
Mtar Technologies Limited,Specialty Industrial Machinery,MTARTECH,EQ,,MTARTECH.NS,Industrials,Industrials,False,Cash,1
KPIT Technologies Limited,Software - Infrastructure,KPITTECH,EQ,,KPITTECH.NS,Technology,Technology,True,F&O,1
Belrise Industries Limited,Auto Parts,BELRISE,EQ,,BELRISE.NS,Consumer Cyclical,Consumer Cyclical,False,Cash,1
Jain Resource Recycling Limited,Basic Materials,JAINREC,EQ,,JAINREC.NS,Basic Materials,Basic Materials,False,Cash,1
IIFL Finance Limited,Credit Services,IIFL,EQ,,IIFL.NS,Financial Services,Financial Services,False,Cash,1
Carborundum Universal Limited,Conglomerates,CARBORUNIV,EQ,,CARBORUNIV.NS,Industrials,Industrials,False,Cash,1
Avanti Feeds Limited,Packaged Foods,AVANTIFEED,EQ,,AVANTIFEED.NS,Consumer Defensive,Consumer Defensive,False,Cash,1
City Union Bank Limited,Banks - Regional,CUB,EQ,,CUB.NS,Financial Services,Financial Services,False,Cash,1
Eris Lifesciences Limited,Drug Manufacturers - Specialty & Generic,ERIS,EQ,,ERIS.NS,Healthcare,Healthcare,False,Cash,1
Crompton Greaves Consumer Electricals Limited,"Furnishings, Fixtures & Appliances",CROMPTON,EQ,,CROMPTON.NS,Consumer Cyclical,Consumer Cyclical,True,F&O,1
Godawari Power And Ispat limited,Steel,GPIL,EQ,,GPIL.NS,Basic Materials,Basic Materials,False,Cash,1
DCM Shriram Limited,Conglomerates,DCMSHRIRAM,EQ,,DCMSHRIRAM.NS,Industrials,Industrials,False,Cash,1
TD Power Systems Limited,Specialty Industrial Machinery,TDPOWERSYS,EQ,,TDPOWERSYS.NS,Industrials,Industrials,False,Cash,1
Capri Global Capital Limited,Credit Services,CGCL,EQ,,CGCL.NS,Financial Services,Financial Services,False,Cash,1
Triveni Turbine Limited,Specialty Industrial Machinery,TRITURBINE,EQ,,TRITURBINE.NS,Industrials,Industrials,False,Cash,1
The India Cements Limited,Building Materials,INDIACEM,EQ,,INDIACEM.NS,Basic Materials,Basic Materials,False,Cash,1
Firstsource Solutions Limited,Information Technology Services,FSL,EQ,,FSL.NS,Technology,Technology,False,Cash,1
Cohance Lifesciences Limited,Drug Manufacturers - Specialty & Generic,COHANCE,EQ,,COHANCE.NS,Healthcare,Healthcare,False,Cash,1
Granules India Limited,Drug Manufacturers - Specialty & Generic,GRANULES,EQ,,GRANULES.NS,Healthcare,Healthcare,False,Cash,1
Grindwell Norton Limited,Building Products & Equipment,GRINDWELL,EQ,,GRINDWELL.NS,Industrials,Industrials,False,Cash,1
Brigade Enterprises Limited,Real Estate,BRIGADE,EQ,,BRIGADE.NS,Real Estate,Real Estate,False,Cash,1
Emmvee Photovoltaic Power Limited,Solar,EMMVEE,EQ,,EMMVEE.NS,Technology,Technology,False,Cash,1
Fractal Analytics Limited,Software - Infrastructure,FRACTAL,EQ,,FRACTAL.NS,Technology,Technology,False,Cash,1
Syngene International Limited,Diagnostics & Research,SYNGENE,EQ,,SYNGENE.NS,Healthcare,Healthcare,False,Cash,1
Sterlite Technologies Limited,Communication Equipment,STLTECH,EQ,,STLTECH.NS,Technology,Technology,False,Cash,1
Castrol India Limited,Oil & Gas Refining & Marketing,CASTROLIND,EQ,,CASTROLIND.NS,Energy,Energy,False,Cash,1
Chambal Fertilizers & Chemicals Limited,Agricultural Inputs,CHAMBLFERT,EQ,,CHAMBLFERT.NS,Basic Materials,Basic Materials,False,Cash,1
CIE Automotive India Limited,Auto Parts,CIEINDIA,EQ,,CIEINDIA.NS,Consumer Cyclical,Consumer Cyclical,False,Cash,1
Cupid Limited,Household & Personal Products,CUPID,EQ,,CUPID.NS,Consumer Defensive,Consumer Defensive,False,Cash,1
Inox Wind Limited,Specialty Industrial Machinery,INOXWIND,EQ,,INOXWIND.NS,Industrials,Industrials,True,F&O,1
Kansai Nerolac Paints Limited,Specialty Chemicals,KANSAINER,EQ,,KANSAINER.NS,Basic Materials,Basic Materials,False,Cash,1
Sundram Fasteners Limited,Auto Parts,SUNDRMFAST,EQ,,SUNDRMFAST.NS,Consumer Cyclical,Consumer Cyclical,False,Cash,1
Century Plyboards (India) Limited,Basic Materials,CENTURYPLY,EQ,,CENTURYPLY.NS,Basic Materials,Basic Materials,False,Cash,1
Elgi Equipments Limited,Specialty Industrial Machinery,ELGIEQUIP,EQ,,ELGIEQUIP.NS,Industrials,Industrials,False,Cash,1
Aarti Industries Limited,Specialty Chemicals,AARTIIND,EQ,,AARTIIND.NS,Basic Materials,Basic Materials,False,Cash,1
Kajaria Ceramics Limited,Building Products & Equipment,KAJARIACER,EQ,,KAJARIACER.NS,Industrials,Industrials,False,Cash,1
Finolex Cables Limited,Electrical Equipment & Parts,FINCABLES,EQ,,FINCABLES.NS,Industrials,Industrials,False,Cash,1
BASF India Limited,Specialty Chemicals,BASF,EQ,,BASF.NS,Basic Materials,Basic Materials,False,Cash,1
Redington Limited,Information Technology Services,REDINGTON,EQ,,REDINGTON.NS,Technology,Technology,False,Cash,1
Jyoti CNC Automation Limited,Specialty Industrial Machinery,JYOTICNC,EQ,,JYOTICNC.NS,Industrials,Industrials,False,Cash,1
IFCI Limited,Credit Services,IFCI,EQ,,IFCI.NS,Financial Services,Financial Services,False,Cash,1
Chalet Hotels Limited,Lodging,CHALET,EQ,,CHALET.NS,Consumer Cyclical,Consumer Cyclical,False,Cash,1
Acme Solar Holdings Limited,Utilities - Renewable,ACMESOLAR,EQ,,ACMESOLAR.NS,Utilities,Utilities,False,Cash,1
Sammaan Capital Limited,Mortgage Finance,SAMMAANCAP,EQ,,SAMMAANCAP.NS,Financial Services,Financial Services,True,F&O,1
Deepak Fertilizers and Petrochemicals Corporation Limited,Chemicals,DEEPAKFERT,EQ,,DEEPAKFERT.NS,Basic Materials,Basic Materials,False,Cash,1
Bikaji Foods International Limited,Packaged Foods,BIKAJI,EQ,,BIKAJI.NS,Consumer Defensive,Consumer Defensive,False,Cash,1
Vardhman Textiles Limited,Textile Manufacturing,VTL,EQ,,VTL.NS,Consumer Cyclical,Consumer Cyclical,False,Cash,1
Poly Medicure Limited,Healthcare,POLYMED,EQ,,POLYMED.NS,Healthcare,Healthcare,False,Cash,1
JSW Cement Limited,Building Materials,JSWCEMENT,EQ,,JSWCEMENT.NS,Basic Materials,Basic Materials,False,Cash,1
Allied Blenders and Distillers Limited,Consumer Defensive,ABDL,EQ,,ABDL.NS,Consumer Defensive,Consumer Defensive,False,Cash,1
Zydus Wellness Limited,Packaged Foods,ZYDUSWELL,EQ,,ZYDUSWELL.NS,Consumer Defensive,Consumer Defensive,False,Cash,1
Travel Food Services Limited,Consumer Cyclical,TRAVELFOOD,EQ,,TRAVELFOOD.NS,Consumer Cyclical,Consumer Cyclical,False,Cash,1
Aditya Birla Real Estate Limited,Real Estate Services,ABREL,EQ,,ABREL.NS,Real Estate,Real Estate,False,Cash,1
Cemindia Projects Limited,Engineering & Construction,CEMPRO,EQ,,CEMPRO.NS,Industrials,Industrials,False,Cash,1
Gujarat State Petronet Limited,Utilities,GSPL,EQ,,GSPL.NS,Utilities,Utilities,False,Cash,1
Amara Raja Energy & Mobility Limited,Electrical Equipment & Parts,ARE&M,EQ,,ARE&M.NS,Industrials,Industrials,False,Cash,1
Gabriel India Limited,Auto Parts,GABRIEL,EQ,,GABRIEL.NS,Consumer Cyclical,Consumer Cyclical,False,Cash,1
BEML Limited,Conglomerates,BEML,EQ,,BEML.NS,Industrials,Industrials,False,Cash,1
Aether Industries Limited,Specialty Chemicals,AETHER,EQ,,AETHER.NS,Basic Materials,Basic Materials,False,Cash,1
Chennai Petroleum Corporation Limited,Oil & Gas Refining & Marketing,CHENNPETRO,EQ,,CHENNPETRO.NS,Energy,Energy,False,Cash,1
LMW Limited,Specialty Industrial Machinery,LMW,EQ,,LMW.NS,Industrials,Industrials,False,Cash,1
Jubilant Pharmova Limited,Drug Manufacturers - Specialty & Generic,JUBLPHARMA,EQ,,JUBLPHARMA.NS,Healthcare,Healthcare,False,Cash,1
KEC International Limited,Engineering & Construction,KEC,EQ,,KEC.NS,Industrials,Industrials,False,Cash,1
Shriram Pistons & Rings Limited,Auto Parts,SHRIPISTON,EQ,,SHRIPISTON.NS,Consumer Cyclical,Consumer Cyclical,False,Cash,1
Kfin Technologies Limited,Software - Application,KFINTECH,EQ,,KFINTECH.NS,Technology,Technology,True,F&O,1
Shipping Corporation Of India Limited,Marine Shipping,SCI,EQ,,SCI.NS,Industrials,Industrials,False,Cash,1
Rubicon Research Limited,Drug Manufacturers - General,RUBICON,EQ,,RUBICON.NS,Healthcare,Healthcare,False,Cash,1
Ventive Hospitality Limited,Lodging,VENTIVE,EQ,,VENTIVE.NS,Consumer Cyclical,Consumer Cyclical,False,Cash,1
Sansera Engineering Limited,Auto Parts,SANSERA,EQ,,SANSERA.NS,Consumer Cyclical,Consumer Cyclical,False,Cash,1
Anupam Rasayan India Limited,Specialty Chemicals,ANURAS,EQ,,ANURAS.NS,Basic Materials,Basic Materials,False,Cash,1
The Jammu & Kashmir Bank Limited,Banks - Regional,J&KBANK,EQ,,J&KBANK.NS,Financial Services,Financial Services,False,Cash,1
Jindal Saw Limited,Steel,JINDALSAW,EQ,,JINDALSAW.NS,Basic Materials,Basic Materials,False,Cash,1
eClerx Services Limited,Information Technology Services,ECLERX,EQ,,ECLERX.NS,Technology,Technology,False,Cash,1
Alembic Pharmaceuticals Limited,Drug Manufacturers - Specialty & Generic,APLLTD,EQ,,APLLTD.NS,Healthcare,Healthcare,False,Cash,1
JBM Auto Limited,Auto Parts,JBMA,EQ,,JBMA.NS,Consumer Cyclical,Consumer Cyclical,False,Cash,1
Choice International Limited,Capital Markets,CHOICEIN,EQ,,CHOICEIN.NS,Financial Services,Financial Services,False,Cash,1
International Gemological Institute Limited,Basic Materials,IGIL,EQ,,IGIL.NS,Basic Materials,Basic Materials,False,Cash,1
Ksb Limited,Specialty Industrial Machinery,KSB,EQ,,KSB.NS,Industrials,Industrials,False,Cash,1
Sobha Limited,Real Estate,SOBHA,EQ,,SOBHA.NS,Real Estate,Real Estate,False,Cash,1
Ola Electric Mobility Limited,Auto Manufacturers,OLAELEC,EQ,,OLAELEC.NS,Consumer Cyclical,Consumer Cyclical,False,Cash,1
PG Electroplast Limited,Electronic Components,PGEL,EQ,,PGEL.NS,Technology,Technology,True,F&O,1
Niva Bupa Health Insurance Company Limited,Insurance - Life,NIVABUPA,EQ,,NIVABUPA.NS,Financial Services,Financial Services,False,Cash,1
CCL Products (India) Limited,Packaged Foods,CCL,EQ,,CCL.NS,Consumer Defensive,Consumer Defensive,False,Cash,1
